ID,RetweetCt,Polarity,Subjectivity,CreatedTime,CreatedDay,TextLength,WordCt,AccountAgeMo,UserFollowersCt,Keywords,HasLinks
"""825507246524084224""",0,0.35,0.65,17:53,Sat,42,8,35,120661,"['kairos', 'cool', 'makeup', 'work']",False
"""825447263614873600""",0,0.0,0.0,13:55,Sat,40,4,35,120661,"['beto', 'mexican', 'food', '&gt']",False
"""825184787828768769""",1,0.0,0.0,20:32,Fri,23,4,35,120661,"['@car_parker_', '@spurs']",False
"""824985193509380096""",0,0.7,0.6000000000000001,07:19,Fri,15,3,35,120661,"['life', 'good', 'man']",False
"""823023510805057537""",6,0.0,0.0,21:24,Sat,0,1,35,120661,[],True
"""821879061861441536""",141,-0.21999999999999997,0.7449999999999999,17:36,Wed,54,8,35,120661,"['highly', 'recommend', '@wendys', 'chicken', 'nuggets', 'everyone']",False
"""821797941501231104""",46,0.0,0.0,12:14,Wed,0,1,35,120661,[],True
"""820791317902954496""",3,0.375,0.5,17:34,Sun,69,8,35,120661,"['hey', '@ezekielelliott', 'run', 'looked', 'familiar', '@ohiostatefb', '@elguapo']",True
"""819574350286241793""",0,0.0,0.0,08:58,Thu,51,10,35,120661,"['will', 'ever', 'school', 'world', 'never', 'know']",False
"""815335281339416576""",10,0.0,0.0,16:14,Sat,25,3,35,120661,"['#gobucks', '#fiestabowl']",True
"""815304219456507905""",0,0.0,0.0,14:10,Sat,8,1,35,120661,['#gobucks'],True
"""814804402859085825""",0,0.0,0.0,05:04,Fri,80,13,35,120661,"['pan', 'pan', 'world', 'oldest', 'panda', 'died', 'strikes', 'again', '#rippanpan']",True
"""814300790345048064""",0,-0.2,0.8,19:43,Wed,36,7,35,120661,"['@_gates', 'hell', 'shit', '@_gates', 'hell', 'shit']",False
"""813459518155849729""",5,0.0,0.0,12:00,Mon,1,1,35,120661,[],False
"""813172593524166656""",0,0.2,0.2,17:00,Sun,82,12,35,120661,"['@carterjwm', 'except', 'people', '@enterprise', 'thanks', 'giving', 'away', 'reservation']",False
"""813152068269641728""",0,0.0,0.0,15:38,Sun,52,9,35,120661,"['shoutout', 'all', 'people', 'working', 'christmas', 'day']",False
"""809215506892800000""",1,0.0,0.5,18:56,Wed,77,10,35,120661,"['@sarahcolleenc', '@lushcosmetics', 'can', '@chickfila', 'please', 'open', 'reno', 'already']",False
"""808484978950451200""",0,0.0,0.0,18:33,Mon,20,2,35,120661,"['@sarahcolleenc', 'hahah']",False
"""808484325943439360""",0,-0.4,0.6,18:30,Mon,41,6,35,120661,"['@sarahcolleenc', 'worse', 'harambe']",False
"""808484287594917889""",0,0.0,0.0,18:30,Mon,19,2,35,120661,"['@sarahcolleenc', 'stop']",False
"""808331880231673856""",17,-0.26357886904761907,0.37797619047619047,08:25,Mon,113,23,35,120661,"['worked', 'hard', 'all', 'semester', 'can', 'get', 'finals', 'going', 'bomb', 'every', 'single']",True
"""807860938141417472""",13,0.0,0.0,01:13,Sun,7,1,35,120661,['harambe'],False
"""805908989133209600""",0,0.0,0.0,15:57,Mon,8,1,35,120661,['#gobucks'],True
"""800908823720361984""",0,0.5,0.8888888888888888,20:48,Mon,38,6,35,120661,"['@sarahcolleenc', '@bloop', 'close', 'sure']",False
"""795358493037326336""",0,0.0,0.0,13:13,Sun,33,7,35,120661,"['roses', 'red', 'bees', 'like', 'sting']",True
"""791141126975713280""",5,0.0,0.0,22:55,Tue,15,1,35,120661,['@bleacherreport'],True
"""788893466923180032""",0,0.0,0.0,18:03,Wed,84,13,35,120661,"['answer', 'effect/affect', 'question', 'sponge', 'part', '#psat', '@ryanmillre']",False
"""787008504129200128""",2,0.15,0.6499999999999999,13:13,Fri,46,8,35,120661,"['@_dylanroide', 'wake', 'normal', 'school', 'time']",False
"""774076770869927936""",0,0.0,0.0,20:47,Thu,59,9,35,120661,"['@sarahcolleenc', '@dory', 'still', 'wishing', 'summer', 'back']",False
"""772634485556850688""",1,0.0,0.0,21:16,Sun,35,6,35,120661,"['thank', 'lord', 'college', 'football']",False
"""770329329385418752""",2,1.0,0.3,12:36,Mon,22,5,35,120661,"['john', 'rossi', 'best']",False
"""767900853093019648""",0,0.0,0.0,19:46,Mon,35,5,35,120661,"['@marshmellomusic', 'come', 'reno']",False
"""766457770157547520""",6,0.0,0.0,20:12,Thu,30,2,35,120661,"['@qgwaltney', '#dicksoutforharambe']",False
"""766320391094542336""",1,0.2,0.2,11:06,Thu,43,6,35,120661,"['@turtletori', 'thanks', 'tori', '#we', 'needyouback']",False
"""761385486061416448""",0,0.0,0.0,20:17,Thu,20,5,35,120661,"['can', 'sign']",True
"""758718342307848192""",15,0.13636363636363635,0.45454545454545453,11:38,Thu,42,9,35,120661,"['mentioned', 'new', 'meme']",True
"""757303207601201152""",0,0.0,0.0,13:55,Sun,37,7,35,120661,"['@sarahcolleenc', '@dory']",False
"""756608728846053376""",0,0.21103896103896103,0.5178571428571428,15:55,Fri,72,13,35,120661,"['@thebestfwa', 'hold', 'live', 'minden', 'nevada', 'right']",False
"""747873440808337409""",0,-0.1,0.55,13:24,Tue,59,9,35,120661,"['finally', 'got', 'permit', 'after', 'few', 'centuries', '#noroadissafe']",False
"""747766924331737089""",0,0.0,0.0,06:21,Tue,17,2,35,120661,['@turtletori'],False
"""747184900768309248""",0,0.2,0.65,15:48,Sun,107,20,35,120661,"['awkward', 'moment', 'power', 'goes', 'out', 'theater', 'best', 'part', 'movie', '@sarahcolleenc']",False
"""746074153044705280""",0,0.8,0.4,14:15,Thu,90,14,35,120661,"['voted', '@kingjames', 'win', '#bestchampperformance', '@espys', 'visit', 'all', 'categories']",True
"""744762432573210624""",1,0.0,0.0,23:22,Sun,3,1,35,120661,[],False
"""743410788665298944""",0,0.0,0.0,05:51,Thu,60,13,35,120661,"['internet', 'days', 'feel', 'like', 'caveman']",False
"""740354554508640256""",0,0.0,0.0,19:27,Tue,43,5,35,120661,"['@sarahcolleenc', '@kenndailjenner', 'fits']",False
"""740248612886577152""",0,0.0,0.0,12:26,Tue,28,3,35,120661,"['@worldstar', '@sarahcolleenc']",False
"""739901745766092800""",0,0.0,0.0,13:28,Mon,32,3,35,120661,"['@xmarcellarose', '@jvime', 'ghilieri*']",False
"""737640005456171008""",1,0.8,0.75,07:40,Tue,32,7,35,120661,"['summer', 'going', 'great']",False
